"nom du fichier";"temps_debut";"temps_fin";"frequence_mediane";"tadarida_taxon";"tadarida_probabilite";"tadarida_taxon_autre";"observateur_taxon";"observateur_probabilite";"validateur_taxon";"validateur_probabilite"
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231357_957";"0.0";3.1;10.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231402_957";0.7;2.6;20.0;"noise";0.76;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231408_800";3.1;3.8;26.0;"noise";0.64;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231408_800";0.5;5.0;9.0;"Phofem";0.1;"Tetvir, Eupsp";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231413_800";"0.0";1.6;10.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231413_800";1.5;1.6;10.0;"Tetvir";0.46;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231418_800";0.7;1.0;22.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231421_331";1.4;4.9;25.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231421_331";0.6;0.7;18.0;"Phanan";0.03;"Tetvir, Pippip, Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231426_331";4.8;4.9;25.0;"Nyclei";0.09;"noise";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231426_331";"0.0";4.9;9.0;"Tetvir";0.81;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231431_331";0.1;5.0;34.0;"Eptser";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231431_331";0.9;4.2;18.0;"Tyllil";0.44;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231436_331";"0.0";4.8;32.0;"Eptser";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231436_331";0.7;5.0;9.0;"Tetvir";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231441_331";0.3;1.4;26.0;"Eptser";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231441_331";"0.0";0.9;9.0;"Tetvir";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231459_581";1.3;2.8;23.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231459_581";0.8;2.5;9.0;"Tetvir";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231508_071";"0.0";4.1;28.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231513_071";1.5;4.9;12.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231518_071";1.2;1.3;19.0;"noise";0.06;"Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231518_071";2.7;3.2;11.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231525_060";2.1;4.5;24.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231525_060";"0.0";0.5;9.0;"Tetvir";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231538_565";1.3;1.5;20.0;"Isopyr";0.13;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231544_286";0.7;1.4;11.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231548_031";0.8;4.2;17.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231553_031";1.3;4.8;22.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231558_031";0.2;0.3;9.0;"Tetvir";0.5;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231604_648";0.1;4.8;26.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231604_648";3.1;3.3;19.0;"Phogri";0.07;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231616_843";1.0;3.8;13.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231629_927";1.2;2.6;9.0;"Tetvir";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231634_634";3.7;3.8;38.0;"noise";0.13;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231634_634";0.1;4.9;9.0;"Tetvir";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231639_634";1.6;2.1;11.0;"noise";0.4;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231644_634";0.5;4.3;17.0;"noise";0.09;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231644_634";2.8;4.4;9.0;"Tetvir";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231649_634";1.2;5.0;9.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231654_634";"0.0";3.0;30.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231712_178";"0.0";3.9;23.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231717_178";2.2;3.2;10.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231722_178";2.2;4.2;22.0;"noise";0.6;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231722_178";1.5;4.3;17.0;"Tetvir";0.62;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231727_178";2.8;5.0;10.0;"Tetvir";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231732_178";4.1;4.6;15.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231737_178";0.7;0.8;21.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231759_084";"0.0";2.9;13.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231759_084";2.4;2.9;10.0;"Tetvir";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231806_955";1.9;2.1;17.0;"noise";0.08;"Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231806_955";2.7;2.9;41.0;"Pipkuh";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231811_955";0.1;5.0;45.0;"Pipkuh";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231811_955";4.2;4.6;11.0;"Tetvir";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231816_955";1.1;1.2;10.0;"noise";0.28;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231816_955";"0.0";1.3;42.0;"Pipkuh";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231822_901";"0.0";5.0;48.0;"Pipkuh";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231822_901";1.2;1.9;10.0;"Tetvir";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231827_901";"0.0";5.0;44.0;"Pipkuh";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231827_901";1.3;3.2;9.0;"Tetvir";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231832_901";2.6;5.0;29.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231832_901";"0.0";4.9;49.0;"Pipkuh";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231837_901";"0.0";5.0;32.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231837_901";"0.0";1.1;43.0;"Pipkuh";0.26;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231842_901";"0.0";3.8;29.0;"noise";0.66;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231849_123";0.4;4.5;16.0;"noise";0.74;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231849_123";"0.0";3.7;45.0;"Pipkuh";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231859_806";"0.0";2.2;46.0;"Pipkuh";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231904_000";3.2;4.6;19.0;"noise";0.5;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231904_000";"0.0";4.8;47.0;"Pipkuh";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231909_000";3.3;3.4;36.0;"noise";0.08;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231909_000";"0.0";2.6;42.0;"Pipkuh";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231909_000";0.7;0.8;10.0;"Tetvir";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_231931_581";"0.0";3.3;17.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232011_909";2.4;4.3;9.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232016_909";1.1;3.9;9.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232021_909";4.2;4.9;11.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232021_909";1.2;1.4;19.0;"Phogri";0.09;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232026_909";0.6;2.9;11.0;"Tetvir";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232033_061";"0.0";0.1;30.0;"noise";0.25;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232033_061";2.1;2.4;12.0;"Tetvir";0.06;"Phogri, Phofem";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232059_283";2.8;2.9;19.0;"noise";0.08;"Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232059_283";2.0;2.3;9.0;"Tetvir";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232129_365";1.6;5.0;33.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232134_365";"0.0";2.5;30.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232134_365";0.1;2.7;11.0;"Tetvir";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232137_192";"0.0";4.2;13.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232142_624";0.1;3.6;10.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232148_657";0.2;4.3;10.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232153_657";1.1;1.3;11.0;"piaf";0.1;"noise";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232214_073";"0.0";1.8;28.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232235_532";2.0;2.1;12.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232239_410";3.2;3.3;26.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232244_615";0.3;3.1;31.0;"noise";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232244_615";0.6;2.9;9.0;"Phofem";0.19;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232248_499";"0.0";4.0;33.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232300_206";"0.0";3.1;27.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232306_168";"0.0";3.3;31.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232337_299";0.4;3.9;12.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232342_299";1.3;3.2;22.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232354_510";1.4;1.5;40.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232357_977";0.6;2.5;10.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232404_301";1.6;4.4;33.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232404_301";0.1;4.9;52.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232404_301";0.7;5.0;11.0;"Tetvir";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232409_301";1.2;2.0;27.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232409_301";"0.0";1.9;52.0;"Pippip";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232409_301";"0.0";2.0;11.0;"Tetvir";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232419_995";0.1;2.8;39.0;"noise";0.28;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232419_995";0.3;3.1;11.0;"Tetvir";0.83;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232433_653";2.0;2.1;11.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232458_018";"0.0";5.0;56.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232458_018";0.3;4.0;9.0;"Tetvir";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232503_018";1.5;2.6;33.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232503_018";"0.0";2.8;52.0;"Pippip";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232503_018";0.2;1.1;11.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232506_349";0.1;4.9;16.0;"noise";0.13;"Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232506_349";"0.0";5.0;58.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232511_349";"0.0";4.0;53.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232511_349";0.2;3.9;13.0;"Tetvir";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232518_646";0.2;5.0;14.0;"noise";0.58;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232518_646";"0.0";5.0;57.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232523_646";0.1;3.5;33.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232523_646";"0.0";5.0;55.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232523_646";0.1;4.6;12.0;"Tetvir";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232528_646";0.1;3.8;22.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232528_646";"0.0";5.0;54.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232533_646";0.6;0.8;11.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232533_646";"0.0";0.8;54.0;"Pippip";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232534_454";1.5;1.9;18.0;"noise";0.47;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232534_454";"0.0";4.7;56.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232534_454";0.3;4.9;14.0;"Tetvir";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232539_454";0.2;0.6;23.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232539_454";"0.0";0.7;52.0;"Pippip";0.42;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232539_454";0.2;1.5;11.0;"Tetvir";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232541_805";"0.0";4.9;23.0;"noise";0.83;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232541_805";0.8;5.0;56.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232541_805";0.5;5.0;11.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232546_805";"0.0";4.8;12.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232546_805";"0.0";3.0;56.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232546_805";"0.0";0.3;11.0;"Tetvir";0.03;"Phogri, Tadten, Pipkuh";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232551_805";3.7;3.8;38.0;"noise";0.48;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232551_805";4.0;4.1;14.0;"Phogri";0.02;"Phanan, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, Pipkuh, piaf, Phofem, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myodas, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232551_805";"0.0";5.0;11.0;"Tetvir";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232556_805";0.1;0.2;12.0;"noise";0.48;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232557_945";0.2;3.9;14.0;"noise";0.73;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232557_945";"0.0";1.2;15.0;"Phanan";0.03;"Tetvir, Pippip, Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232602_945";4.9;5.0;18.0;"noise";0.66;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232602_945";0.1;5.0;15.0;"Tetvir";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232614_603";"0.0";2.8;32.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232614_603";"0.0";5.0;10.0;"Tetvir";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232619_603";1.8;4.3;14.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232619_603";2.0;2.1;11.0;"Tetvir";0.3;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232624_603";4.4;4.9;36.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232624_603";0.7;5.0;11.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232629_603";0.6;4.8;28.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232629_603";"0.0";2.9;10.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232634_603";"0.0";4.7;31.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232634_603";0.6;5.0;11.0;"Tetvir";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232639_603";"0.0";0.3;18.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232644_439";"0.0";2.4;24.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232650_293";"0.0";2.9;29.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232653_384";"0.0";4.6;33.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232658_384";0.2;5.0;30.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232703_384";"0.0";1.6;21.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232703_384";0.8;1.7;10.0;"Phofem";0.13;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232707_466";0.3;4.7;30.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232712_466";0.7;2.7;33.0;"noise";0.8;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232717_071";"0.0";3.9;33.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232717_071";0.1;5.0;11.0;"Tetvir";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232722_071";1.1;4.8;24.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232722_071";"0.0";4.8;11.0;"Tetvir";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232727_071";0.3;0.6;11.0;"Phogri";0.18;"Eupsp, Tetvir";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232731_511";"0.0";5.0;32.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232736_511";"0.0";4.7;28.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232741_511";0.4;4.1;22.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232746_511";0.1;1.4;35.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232746_511";4.5;5.0;9.0;"Tetvir";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232751_511";0.7;0.9;28.0;"noise";0.47;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232751_511";"0.0";1.2;9.0;"Tetvir";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232753_676";"0.0";3.2;30.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232807_815";1.6;1.7;26.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232807_815";1.3;3.7;9.0;"Tetvir";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232812_815";1.2;5.0;14.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232817_815";0.1;4.3;18.0;"noise";0.79;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232837_688";"0.0";0.1;39.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029";"0.0";5.0;30.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029";"0.0";1.0;11.0;"Tetvir";0.71;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232855_029";"0.0";1.8;24.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743";0.2;4.9;38.0;"Leppun";0.06;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743";"0.0";5.0;26.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743";"0.0";4.9;33.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743";0.9;1.9;16.0;"Phanan";0.04;"Tetvir, Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743";1.9;2.0;44.0;"Pippip";0.73;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743";"0.0";5.0;32.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743";"0.0";2.4;20.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232921_332";0.1;4.3;26.0;"Eptser";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232921_332";"0.0";5.0;32.0;"noise";0.83;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232921_332";1.8;2.2;9.0;"Phofem";0.11;"Tetvir";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232926_332";"0.0";1.2;29.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232929_699";"0.0";4.7;30.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232934_699";"0.0";2.4;14.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232939_699";4.6;4.9;18.0;"noise";0.38;"";"";"";"";""
