"Group.1";"beetle";"bird";"bush.cricket";"buzz";"CF.FMd";"CF.FMd.CF";"cicada";"FMd";"FMd.QCF";"FMu.CF.FMd";"FMu.QCF";"FMu.QCF.FMd";"frog";"grasshopper";"ground.cricket";"insect";"moth";"noise";"other.mammal";"QCF.FMd";"MainMode";"FreqM";"FreqP";"FreqC";"Tstart";"Tend";"NbCris";"DurMed";"Dur90";"Ampm50";"Ampm90";"AmpSMd";"DiffME";"SR";"Ramp90";"Order";"Ind";"SpMaxF2";"Version";"Filename";"Commentaire";"IdMan"
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211930_000.wav";0.026;0.22;0.182;0.024;0.014;0.012;0.024;0.096;0.074;0.086;0.01;0.022;0.058;0.008;0.008;0.022;0.014;0.448;0.098;0.018;16.5;16;16.5;16.5;0;1.5;2;1;2;16.2;18.6;8;15.2;384000;-0.7;"N4";0.448;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211930_000.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";0.014;0.22;0.742;0.032;0.012;0.006;0.04;0.088;0.062;0.034;0.02;0.032;0.08;0.012;0.01;0.012;0.034;0.52;0.076;0.016;11.1;10;11.2;11.2;0.1;4.9;27;3;7;15;25.5;6;7;384000;-0.9;"N1";0.742;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";0.098;0.088;0.154;0.114;0.018;0.008;0.018;0.488;0.116;0.052;0.026;0.096;0.032;0.006;0.002;0.054;0.038;0.722;0.056;0.07;24.9;27;27.4;26.2;0.1;4.3;8;1;3;52.1;82.9;22;50;384000;-0.2;"N2";0.722;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";0.058;0.098;0.166;0.066;0.012;0.006;0.004;0.116;0.08;0.03;0.002;0.024;0.064;0.002;0.002;0.024;0.052;0.516;0.064;0.026;43.5;46;43.5;0;3.3;3.5;2;1;2;24.4;34.5;11;22.8;384000;2.1;"N3";0.516;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";0.098;0.048;0.126;0.126;0.018;0.012;0.018;0.282;0.102;0.078;0.01;0.02;0.032;0.01;0.014;0.048;0.062;0.494;0.034;0.028;30.5;31;31.1;30.8;0.1;4;7;1;2;20.4;43.6;10;19.6;384000;-0.9;"N4";0.494;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";0.116;0.02;0.054;0.068;0.006;0;0.002;0.078;0.044;0.024;0;0.006;0.016;0;0.002;0.038;0.022;0.488;0.012;0.004;50.2;45;50.2;0;2.3;2.4;1;1;1;40.2;40.2;19;38;384000;-1.8;"N5";0.488;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";0.042;0.082;0.162;0.054;0.018;0.008;0.036;0.342;0.104;0.05;0.014;0.02;0.05;0.008;0.006;0.018;0.018;0.47;0.032;0.068;18;20;18;0;0.2;2.9;4;2;2;19.5;31.8;10;17.5;384000;-1.4;"N6";0.47;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211934_881.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211939_881.wav";0.036;0.154;0.42;0.03;0.012;0.006;0.042;0.04;0.056;0.026;0.014;0.026;0.042;0.016;0.008;0.038;0.05;0.284;0.154;0.014;10.5;10;10.5;0;0.1;0.4;4;2;4;17.5;26;9;5.2;384000;-1.2;"N2";0.42;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211939_881.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211939_881.wav";0.062;0.008;0.076;0.076;0.008;0;0.002;0.136;0.036;0.02;0.002;0.006;0.002;0.004;0.004;0.03;0.02;0.488;0.02;0;27;30;27;30.8;0.2;0.3;1;2;2;36.9;36.9;18;26.1;384000;-0.8;"N1";0.488;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211939_881.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211944_606.wav";0.028;0.292;0.146;0.04;0.014;0.004;0.036;0.168;0.066;0.048;0.01;0.01;0.068;0.006;0.04;0.008;0.014;0.288;0.068;0.01;11.2;11;9;0;0;2.2;2;2;2;11.3;12;4;4.4;384000;-1.2;"N4";0.292;"bird";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211944_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211944_606.wav";0.076;0.012;0.024;0.04;0.004;0;0;0.044;0.016;0.01;0.002;0;0.014;0.002;0.002;0.038;0.014;0.686;0.014;0.002;38.9;40;39;39;1.3;1.4;1;0;0;48.8;48.8;22;48.5;384000;-1.6;"N1";0.686;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211944_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211944_606.wav";0.056;0.054;0.078;0.036;0.006;0.002;0.006;0.056;0.036;0.03;0;0.004;0.014;0.004;0.016;0.056;0.01;0.496;0.03;0.01;27.7;29;27.8;27.8;2.6;2.7;1;1;1;18.1;18.1;9;18;384000;-2.1;"N2";0.496;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211944_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211944_606.wav";0.062;0.062;0.068;0.078;0;0.006;0.006;0.118;0.046;0.032;0.004;0.004;0.016;0.004;0.004;0.046;0.02;0.372;0.048;0.004;67.5;64;67.5;62.2;0.3;0.4;1;1;1;14.6;14.6;6;13.1;384000;-3.6;"N3";0.372;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211944_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211949_606.wav";0.036;0.056;0.072;0.046;0.006;0.004;0.002;0.03;0.026;0.006;0.002;0.004;0.026;0.004;0.004;0.044;0.02;0.564;0.044;0.004;24;22;24;24;0.7;0.8;1;2;2;13.2;13.2;6;12.9;384000;-0.6;"N1";0.564;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211949_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211949_606.wav";0.012;0.348;0.176;0.058;0.01;0.002;0.022;0.132;0.056;0.066;0.012;0.044;0.128;0.042;0.006;0.03;0.018;0.454;0.132;0.02;15.9;16;15.8;15;1.7;3.4;2;2;7;20.3;31.7;9;16.8;384000;-0.7;"N2";0.454;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211949_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211949_606.wav";0.014;0.184;0.064;0.032;0.014;0;0.004;0.036;0.086;0.038;0.01;0.07;0.108;0;0.01;0.006;0.024;0.21;0.056;0.034;34.5;34;34.5;33.8;3.3;3.4;1;1;1;17;17;8;16.6;384000;0.7;"N3";0.21;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211949_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211954_606.wav";0.062;0.016;0.048;0.088;0.002;0;0.002;0.162;0.054;0.03;0;0.004;0.012;0;0.004;0.036;0.016;0.454;0.006;0.004;33.7;35;33.8;34.5;1.8;1.9;1;0;0;50.6;50.6;24;50.2;384000;-1.9;"N1";0.454;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211954_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211954_606.wav";0.072;0.022;0.04;0.11;0.002;0;0.004;0.172;0.042;0.006;0;0.002;0.018;0.004;0;0.034;0.01;0.452;0.01;0;45.7;49;45.8;33;4.5;4.6;1;2;2;83.4;83.4;41;83.1;384000;-0.4;"N2";0.452;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211954_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211954_606.wav";0.014;0.214;0.4;0.08;0.012;0.008;0.05;0.168;0.102;0.042;0.01;0.024;0.072;0.014;0.004;0.024;0.016;0.434;0.132;0.026;9.7;10;9.8;9.8;1.3;4.3;7;2;3;16.9;22.3;7;10.2;384000;-1.1;"N3";0.434;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211954_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211954_606.wav";0.068;0.072;0.076;0.072;0.028;0.002;0.01;0.212;0.15;0.062;0.006;0.016;0.056;0.002;0.036;0.012;0.012;0.33;0.026;0.024;21.7;24;23.6;10.9;1.6;4.3;1;1;1;25.8;27.9;12;24.5;384000;0.4;"N4";0.33;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211954_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";0.05;0.178;0.698;0.032;0.006;0.004;0.05;0.048;0.056;0.078;0.012;0.024;0.104;0.016;0.002;0.024;0.094;0.666;0.122;0.032;11.7;11;12;11.2;0.5;5;27;2;9;15.9;27.9;6;5.6;384000;-0.8;"N2";0.698;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";0.074;0.098;0.128;0.17;0.018;0.008;0.022;0.282;0.092;0.046;0.012;0.018;0.026;0.008;0.008;0.036;0.042;0.766;0.03;0.06;26.9;28;25.5;26.2;1.1;4.5;6;1;5;29.7;65.4;13;26;384000;-0.3;"N1";0.766;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";0.092;0.068;0.126;0.098;0.04;0.004;0.022;0.454;0.078;0.05;0.008;0.012;0.03;0.012;0.006;0.062;0.064;0.668;0.036;0.024;42.2;39;40.1;38.2;0.3;5;4;1;4;24.3;78.9;11;22.2;384000;-0.2;"N3";0.668;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";0.06;0.094;0.15;0.104;0.018;0.008;0.014;0.364;0.1;0.086;0.016;0.038;0.064;0.01;0.008;0.05;0.042;0.508;0.07;0.056;19;21;18.8;20.2;2.7;4.6;4;2;3;24.6;45.9;10;19.6;384000;-1;"N4";0.508;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";0.132;0.074;0.114;0.06;0.012;0;0.01;0.228;0.04;0.014;0;0.002;0.028;0.004;0.002;0.038;0.038;0.506;0.026;0.002;47.2;47;49.5;45.8;3;4.4;1;2;4;39.5;45.2;14;30.4;384000;-1;"N5";0.506;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";0.126;0.114;0.166;0.07;0.024;0.01;0.012;0.216;0.146;0.088;0.008;0.038;0.048;0.01;0.014;0.066;0.04;0.472;0.05;0.036;32.3;35;34.5;0;1.9;4.9;7;1;3;25.6;42.8;12;24.7;384000;-0.5;"N6";0.472;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_211959_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212004_606.wav";0.016;0.106;0.068;0.04;0.026;0.01;0.004;0.292;0.116;0.042;0.006;0.008;0.018;0.002;0.014;0.018;0.008;0.154;0.032;0.02;34.5;31;34.5;27.8;2.6;2.7;1;2;2;14;14;6;1.7;384000;-2.1;"N5";0.292;"FMd";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212004_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212004_606.wav";0.122;0.022;0.096;0.266;0.014;0.008;0.012;0.402;0.074;0.03;0.002;0.016;0.008;0.004;0.002;0.076;0.042;0.514;0.012;0.008;46.9;45;46.9;23.2;0.5;1.9;2;1;1;40.8;47.5;19;40.3;384000;-0.7;"N1";0.514;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212004_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212004_606.wav";0.072;0.07;0.094;0.052;0.01;0.006;0.008;0.108;0.036;0.028;0.002;0.008;0.042;0.012;0.008;0.048;0.02;0.492;0.03;0.002;22.4;20;20.2;9;1;4;2;1;2;23.1;24.7;11;14.8;384000;-1.3;"N2";0.492;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212004_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212004_606.wav";0.1;0.076;0.09;0.1;0.006;0.008;0.01;0.158;0.042;0.03;0.004;0.016;0.036;0.004;0.006;0.05;0.026;0.464;0.04;0.006;29.4;34;29.2;32.2;0.9;1.4;3;2;3;33.1;71.8;16;30.4;384000;-0.6;"N3";0.464;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212004_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212004_606.wav";0.042;0.352;0.37;0.068;0.016;0.012;0.052;0.11;0.102;0.026;0.016;0.022;0.064;0.01;0.014;0.042;0.014;0.428;0.14;0.022;9.6;11;9.8;9.8;0;3.9;5;2;7;21.2;31.6;9;12.2;384000;-0.9;"N4";0.428;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212004_606.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212010_389.wav";0.08;0.04;0.096;0.082;0.022;0.014;0.012;0.226;0.186;0.07;0.014;0.032;0.024;0.008;0.004;0.044;0.046;0.744;0.026;0.146;22.6;22;22.5;22.5;2.3;4.8;5;1;2;31.4;43.9;12;28.8;384000;-0.2;"N1";0.744;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212010_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212010_389.wav";0.096;0.024;0.064;0.088;0.018;0.002;0.004;0.4;0.086;0.034;0.002;0.002;0.032;0.008;0.006;0.06;0.018;0.504;0.016;0.008;29;30;28.5;29.2;3.2;4.5;3;1;1;23;32;9;18.3;384000;-1.4;"N2";0.504;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212010_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212010_389.wav";0.05;0.254;0.35;0.046;0.008;0.006;0.032;0.116;0.074;0.044;0.022;0.028;0.066;0.016;0.01;0.042;0.03;0.418;0.114;0.042;12;10;12;9;1.2;2.6;7;2;4;18.7;22.7;7;11.1;384000;-1;"N3";0.418;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212010_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212010_389.wav";0.2;0.01;0.07;0.256;0.012;0;0.002;0.06;0.028;0.02;0.002;0.004;0.014;0;0.002;0.054;0.064;0.38;0.006;0.008;46.4;51;46.9;46.1;3.7;3.8;1;0;0;66.6;70.8;25;45.8;384000;-0.8;"N4";0.38;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212010_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212010_389.wav";0.024;0.032;0.078;0.092;0.018;0.006;0.002;0.182;0.066;0.034;0;0.008;0.008;0.008;0.002;0.016;0.032;0.36;0.02;0.012;34.5;33;34.5;26.2;3.7;3.8;1;5;5;103.5;103.5;48;103.2;384000;-0.6;"N5";0.36;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212010_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212015_389.wav";0.022;0.17;0.732;0.038;0.012;0.008;0.054;0.142;0.144;0.036;0.014;0.044;0.074;0.018;0.01;0.022;0.026;0.528;0.092;0.044;11.2;11;11.2;9;0.4;4.8;20;2;5;15.7;24.9;6;9.6;384000;-1;"N1";0.732;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212015_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212015_389.wav";0.11;0.066;0.19;0.258;0.02;0.004;0.01;0.172;0.072;0.066;0.024;0.036;0.024;0.004;0.006;0.048;0.038;0.504;0.046;0.03;23.2;22;23.2;0;0.4;3.1;5;2;5;22.4;66;10;21.3;384000;-0.2;"N2";0.504;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212015_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212015_389.wav";0.132;0.024;0.038;0.13;0.012;0.008;0.006;0.342;0.084;0.022;0;0.004;0.016;0.002;0.004;0.04;0.018;0.444;0.008;0.008;38.2;34;38.2;36;2;4.2;2;0;0;49.4;51.8;22;47.3;384000;-1.5;"N3";0.444;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212015_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";0.04;0.19;0.74;0.042;0.008;0.004;0.044;0.092;0.058;0.03;0.008;0.042;0.072;0.032;0.002;0.048;0.054;0.44;0.086;0.024;11.2;11;11.2;11.2;0.9;5;21;2;7;16.5;26.1;6;8.5;384000;-0.5;"N2";0.74;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";0.06;0.068;0.198;0.15;0.036;0.01;0.024;0.404;0.122;0.084;0.024;0.054;0.024;0.008;0.004;0.038;0.04;0.834;0.026;0.084;26.9;26;26.2;25.5;1.4;5;15;2;6;24.6;40.5;10;19.3;384000;-0.7;"N1";0.834;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";0.116;0.104;0.33;0.168;0.018;0.004;0.032;0.138;0.064;0.048;0.03;0.04;0.044;0.01;0.004;0.062;0.054;0.678;0.062;0.062;32.9;36;35.2;33;1.2;5;8;2;10;28.8;45.2;11;27;384000;-0.1;"N3";0.678;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";0.056;0.062;0.198;0.07;0.022;0.012;0.016;0.26;0.152;0.082;0.014;0.036;0.028;0.004;0.008;0.036;0.056;0.588;0.05;0.112;39.5;40;39.4;39;2;4.8;5;1;2;25;40.2;11;24.1;384000;-1;"N4";0.588;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";0.138;0.034;0.112;0.118;0.016;0.008;0.004;0.284;0.14;0.056;0.02;0.042;0.028;0.004;0.008;0.046;0.088;0.574;0.028;0.052;47.9;47;47.6;24;1.7;4.8;2;1;1;19.5;38.2;9;9;384000;1.3;"N5";0.574;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";0.056;0.05;0.1;0.032;0.012;0.008;0.01;0.156;0.122;0.028;0.002;0.012;0.02;0.004;0.01;0.048;0.04;0.466;0.022;0.046;20.2;27;20.6;28.5;0.5;4.9;1;2;3;37.5;54.5;17;35.3;384000;-1.4;"N6";0.466;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212020_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";0.006;0.174;0.64;0.016;0.008;0.002;0.014;0.01;0.052;0.014;0.01;0.026;0.068;0.01;0;0.01;0.02;0.048;0.09;0.032;10.5;10;10.5;10.5;0.7;4.2;5;6;9;19.1;20.8;7;0.800000000000001;384000;-0.5;"N6";0.64;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";0.056;0.19;0.648;0.06;0.022;0.004;0.058;0.086;0.074;0.02;0.01;0.026;0.132;0.036;0.006;0.02;0.062;0.778;0.094;0.04;10.5;10;10.5;10.5;0;4.6;20;1;7;16.6;25;6;6.7;384000;-0.6;"N1";0.778;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";0.116;0.14;0.19;0.15;0.024;0.006;0.028;0.222;0.094;0.07;0.016;0.058;0.116;0.012;0.012;0.066;0.056;0.75;0.078;0.05;39;39;38.2;39;0.3;4.6;17;1;6;32.3;122.7;14;30.6;384000;0.3;"N2";0.75;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";0.076;0.064;0.19;0.152;0.02;0.01;0.022;0.174;0.068;0.058;0.012;0.022;0.018;0.01;0.004;0.082;0.044;0.742;0.038;0.042;24.2;25;24;23.2;0;4.9;13;2;4;35.5;72.3;15;32.5;384000;-0.2;"N3";0.742;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";0.012;0.116;0.32;0.082;0.012;0.008;0.04;0.278;0.096;0.026;0.014;0.034;0.034;0.004;0.002;0.026;0.012;0.67;0.07;0.024;16.3;15;15.8;15.8;0.7;3.1;2;4;5;14.7;34.1;6;13.9;384000;-1;"N4";0.67;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";0.168;0.072;0.18;0.216;0.022;0.004;0.02;0.3;0.098;0.074;0.01;0.028;0.028;0.008;0.004;0.058;0.05;0.666;0.046;0.096;30.2;33;30;31.5;1.4;4;10;1;3;30.5;90;12;26.9;384000;-0.3;"N5";0.666;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";0.13;0.034;0.178;0.08;0.018;0.004;0.012;0.156;0.068;0.05;0.018;0.032;0.022;0.006;0.006;0.068;0.054;0.616;0.036;0.054;47.4;50;49.5;47.2;0.1;4.8;9;1;5;39.7;73.6;17;32.4;384000;-0.2;"N7";0.616;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";0.172;0.046;0.096;0.084;0.006;0.002;0.008;0.12;0.084;0.022;0.002;0.008;0.036;0.006;0.006;0.034;0.026;0.544;0.034;0.004;53.3;54;56.2;56.2;1.7;3.8;3;1;1;34.2;111.3;14;25.2;384000;-0.8;"N8";0.544;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212025_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";0.026;0.128;0.312;0.058;0.012;0.01;0.094;0.104;0.07;0.164;0.006;0.022;0.022;0.01;0.014;0.02;0.022;0.766;0.058;0.022;15.8;15;15.8;15.8;0.6;4.9;10;0;3;22.5;25.3;9;15.8;384000;0.1;"N1";0.766;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";0.14;0.024;0.522;0.28;0.024;0.008;0.018;0.274;0.13;0.076;0.042;0.106;0.014;0.016;0.002;0.054;0.11;0.736;0.04;0.04;31.3;34;30.8;30.8;0.1;4.7;24;2;8;36.8;78.7;14;29.9;384000;-0.2;"N2";0.736;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";0.176;0.058;0.366;0.122;0.034;0.012;0.024;0.12;0.22;0.136;0.04;0.078;0.022;0.012;0.004;0.054;0.054;0.676;0.062;0.17;65.6;64;66;60.8;0.1;5;27;2;6;29.9;85.3;13;25.3;384000;0.8;"N3";0.676;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";0.09;0.056;0.452;0.144;0.022;0.03;0.016;0.234;0.256;0.086;0.012;0.044;0.016;0.016;0.004;0.04;0.058;0.628;0.018;0.036;47;46;47.2;39.8;1.9;4.9;20;8;17;24.3;55.4;9;18.3;384000;-0.4;"N4";0.628;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";0.05;0.032;0.392;0.096;0.024;0.006;0.014;0.136;0.088;0.07;0.018;0.034;0.012;0.008;0.002;0.04;0.044;0.732;0.02;0.036;56.5;55;57;49.5;1.1;4.7;10;2;15;37;74.3;15;33;384000;-0.6;"N5";0.732;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";0.09;0.04;0.166;0.174;0.016;0.012;0.006;0.232;0.112;0.21;0.008;0.032;0.024;0.004;0;0.048;0.05;0.72;0.014;0.028;92.4;93;92.2;85.5;2.3;4.8;9;1;4;39.2;78.2;14;29.6;384000;1.9;"N6";0.72;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";0.082;0.034;0.142;0.262;0.034;0.01;0.004;0.154;0.106;0.156;0.004;0.022;0.038;0.004;0;0.036;0.058;0.7;0.02;0.03;81.8;82;81.8;81;2.2;5;12;1;2;39.2;65.3;12;31.2;384000;2.1;"N7";0.7;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";0.098;0.024;0.27;0.086;0.01;0.016;0.018;0.104;0.118;0.092;0.012;0.018;0.018;0.008;0.004;0.048;0.036;0.674;0.016;0.034;24;25;24;21.8;1.1;4.7;13;1;5;24.8;73.4;10;23.6;384000;-0.2;"N8";0.674;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";0.09;0.03;0.122;0.144;0.022;0.008;0.014;0.136;0.048;0.024;0.002;0.008;0.008;0.004;0.004;0.046;0.082;0.656;0.01;0.012;73.6;69;72.8;71.2;1.9;4.8;5;2;6;63.3;193.5;21;53.1;384000;2.8;"N9";0.656;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212030_389.wav";"";""
