"Group.1";"beetle";"bird";"bush.cricket";"buzz";"CF.FMd";"CF.FMd.CF";"cicada";"FMd";"FMd.QCF";"FMu.CF.FMd";"FMu.QCF";"FMu.QCF.FMd";"frog";"grasshopper";"ground.cricket";"insect";"moth";"noise";"other.mammal";"QCF.FMd";"MainMode";"FreqM";"FreqP";"FreqC";"Tstart";"Tend";"NbCris";"DurMed";"Dur90";"Ampm50";"Ampm90";"AmpSMd";"DiffME";"SR";"Ramp90";"Order";"Ind";"SpMaxF2";"Version";"Filename";"Commentaire";"IdMan"
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232736_511.wav";0.1;0.038;0.246;0.078;0.03;0.006;0.016;0.146;0.074;0.046;0.008;0.016;0.016;0.006;0;0.036;0.052;0.664;0.024;0.03;44.2;46;48;14.6;0;2.4;4;3;5;27.5;117.8;11;20.8;384000;-0.3;"N5";0.664;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232736_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232736_511.wav";0.014;0.108;0.146;0.034;0;0.002;0.014;0.04;0.03;0.024;0;0.012;0.054;0.012;0.002;0.026;0.024;0.398;0.056;0.004;8.2;7;8.2;0;0;0.1;1;2;2;11.6;11.6;4;7;384000;-0.9;"N6";0.398;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232736_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232736_511.wav";0.098;0.02;0.074;0.096;0.008;0;0.008;0.154;0.058;0.018;0;0.004;0.042;0.002;0.002;0.054;0.026;0.318;0.01;0.008;54.8;55;54.8;56.2;0.1;0.2;1;0;0;19.4;19.4;8;19.4;384000;-1;"N7";0.318;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232736_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232741_511.wav";0.048;0.048;0.148;0.112;0.008;0.004;0.026;0.142;0.058;0.048;0.014;0.018;0.024;0.004;0.008;0.072;0.04;0.642;0.03;0.026;17.2;19;17.2;17.2;0.4;4;4;2;4;26.2;57.4;12;25.4;384000;-0.2;"N1";0.642;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232741_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232741_511.wav";0.012;0.112;0.254;0.028;0.006;0.012;0.032;0.154;0.108;0.03;0.004;0.014;0.04;0.008;0.008;0.012;0.008;0.586;0.076;0.036;12;11;12;12;3;4.1;2;0;2;13.9;23.8;6;6.7;384000;-1.3;"N2";0.586;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232741_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232741_511.wav";0.034;0.052;0.064;0.032;0.012;0;0.012;0.108;0.038;0.026;0;0.002;0.022;0.004;0.014;0.062;0.01;0.478;0.022;0.008;34.5;34;34.5;34.5;3;3.1;1;1;1;12.1;12.1;6;10.9;384000;-1.6;"N3";0.478;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232741_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232741_511.wav";0.022;0.078;0.114;0.044;0.01;0.002;0.002;0.076;0.062;0.058;0.01;0.026;0.038;0.002;0.008;0.034;0.02;0.306;0.066;0.022;23.2;23;23.2;24;1.4;1.5;1;1;1;12.7;12.7;4;3.7;384000;-1.3;"N4";0.306;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232741_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232746_511.wav";0.1;0.032;0.048;0.068;0.014;0.004;0.008;0.316;0.09;0.046;0.002;0.004;0.032;0.004;0.004;0.03;0.016;0.566;0.022;0.014;40.2;41;40.1;20.6;0.2;1.2;1;1;1;53.2;75.9;22;29;384000;0.2;"N1";0.566;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232746_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232746_511.wav";0.014;0.256;0.358;0.012;0.004;0.002;0.044;0.04;0.084;0.018;0.02;0.038;0.038;0.006;0.004;0.016;0.014;0.482;0.128;0.046;8.7;9;9;7.5;4.5;5;3;2;5;18.4;27.3;8;5.2;384000;-0.8;"N2";0.482;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232746_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232746_511.wav";0.072;0.048;0.052;0.054;0.008;0;0.01;0.092;0.028;0.024;0.002;0;0.024;0;0.008;0.05;0.026;0.45;0.042;0.01;23.3;29;23.2;19.5;0.1;0.2;1;1;1;49.4;49.4;21;49.1;384000;-1.2;"N3";0.45;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232746_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232746_511.wav";0.124;0.06;0.07;0.156;0.01;0;0.016;0.218;0.076;0.036;0.002;0.008;0.018;0.004;0.002;0.034;0.018;0.326;0.02;0.002;30.7;29;30.8;30;0.2;1.4;1;0;1;27;35.7;13;23.6;384000;0.4;"N4";0.326;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232746_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232751_511.wav";0.02;0.246;0.5;0.036;0.004;0.006;0.04;0.042;0.092;0.016;0.028;0.028;0.048;0.022;0.008;0.024;0.05;0.22;0.156;0.016;8.3;9;8.2;8.2;0;1.2;8;1;4;19.1;21.3;7;8.6;384000;-0.7;"N1";0.5;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232751_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232751_511.wav";0.012;0.146;0.262;0.07;0.006;0.002;0;0.112;0.068;0.008;0.008;0.006;0.018;0;0.002;0.014;0.032;0.168;0.054;0.012;21.8;18;21.8;18;0.7;0.8;1;11;11;25.4;25.4;5;10.7;384000;-1.3;"N3";0.262;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232751_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232751_511.wav";0.08;0.01;0.05;0.08;0.014;0;0.008;0.334;0.088;0.04;0;0.002;0.006;0.002;0.01;0.038;0.016;0.198;0.018;0.006;33.8;39;33.8;45;0.8;0.9;1;1;1;18.1;18.1;8;17;384000;-2.9;"N2";0.334;"FMd";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232751_511.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232753_676.wav";0.086;0.04;0.066;0.062;0.01;0;0.002;0.058;0.014;0.016;0.002;0.002;0.008;0.002;0.01;0.06;0.012;0.54;0.008;0.002;47.9;45;48;47.2;2.4;2.5;1;2;2;47.1;47.1;23;44.5;384000;-1.2;"N1";0.54;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232753_676.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232753_676.wav";0.032;0.152;0.206;0.016;0.002;0.006;0.026;0.104;0.082;0.028;0.002;0.006;0.056;0.006;0.008;0.024;0.01;0.372;0.072;0.008;9.1;10;9;4.1;1.2;3.2;1;1;1;19.3;24.1;9;11.3;384000;-1.5;"N2";0.372;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232753_676.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232753_676.wav";0.016;0.054;0.12;0.038;0.006;0;0.016;0.088;0.06;0.006;0;0.002;0.036;0.004;0.002;0.032;0.02;0.426;0.072;0.002;15.8;26;15.8;15.8;0;0.1;1;5;5;181.4;181.4;82;168.7;384000;0;"N3";0.426;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232753_676.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232753_676.wav";0.112;0.036;0.076;0.104;0.014;0.004;0.01;0.312;0.098;0.04;0;0.006;0.016;0.004;0.002;0.034;0.034;0.356;0.022;0.006;37.5;36;35.2;17.2;2.6;3.1;2;1;1;19.9;25.1;10;11.9;384000;-0.5;"N4";0.356;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232753_676.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232807_815.wav";0.032;0.024;0.038;0.03;0.004;0;0.004;0.054;0.02;0.028;0;0.004;0.03;0;0.002;0.042;0.016;0.658;0.012;0.002;26.2;26;26.2;24.8;1.6;1.7;1;1;1;42.7;42.7;20;41.7;384000;-1.2;"N1";0.658;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232807_815.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232807_815.wav";0.016;0.146;0.332;0.008;0.01;0.01;0.038;0.052;0.05;0.02;0.008;0.018;0.04;0.006;0.012;0.014;0.01;0.514;0.042;0.024;8.3;9;8.2;8.2;1.3;3.7;4;1;1;22;25;9;13.7;384000;-0.6;"N2";0.514;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232807_815.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232812_815.wav";0.002;0.28;0.16;0.006;0.004;0.006;0.018;0.012;0.042;0.006;0.002;0.026;0.102;0.002;0.01;0.008;0;0.248;0.052;0.014;9;9;9;9;4.9;5;1;1;1;15.3;15.3;7;10.7;384000;-1.1;"N2";0.28;"bird";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232812_815.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232812_815.wav";0.034;0.042;0.068;0.078;0.014;0.002;0;0.236;0.058;0.012;0.002;0.002;0.02;0.002;0;0.016;0.018;0.37;0.014;0.012;24.8;19;24.8;11.2;1.2;1.3;1;3;3;28.5;28.5;13;26.5;384000;-1.5;"N1";0.37;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232812_815.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232817_815.wav";0.018;0.072;0.35;0.142;0.006;0;0.018;0.114;0.058;0.016;0.006;0.012;0.042;0.004;0.006;0.03;0.026;0.306;0.034;0.022;18;18;16.1;4.5;4.1;4.3;2;18;27;26.3;28.2;7;15.6;384000;-0.7;"N3";0.35;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232817_815.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232817_815.wav";0.058;0.062;0.066;0.056;0.016;0.026;0;0.238;0.258;0.078;0.006;0.024;0.024;0;0.004;0.022;0.014;0.672;0.036;0.032;33.8;32;31.5;14.6;2.9;4.1;2;2;3;49;71.7;23;45.5;384000;0;"N1";0.672;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232817_815.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232817_815.wav";0.014;0.224;0.21;0.012;0.002;0.002;0.034;0.03;0.078;0.02;0.01;0.032;0.082;0.016;0.006;0.016;0.01;0.48;0.128;0.046;8.3;9;8.2;8.2;0.1;2.4;3;1;3;15.4;20.4;7;2.2;384000;-0.7;"N2";0.48;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232817_815.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232837_688.wav";0.022;0.046;0.098;0.048;0.008;0;0.006;0.066;0.03;0.01;0;0.002;0.016;0.01;0.002;0.034;0.024;0.53;0.046;0.002;31.5;39;31.5;33.8;0;0.1;1;4;4;158.3;158.3;71;152.7;384000;-0.4;"N1";0.53;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232837_688.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";0.086;0.03;0.096;0.068;0.014;0.002;0.01;0.278;0.06;0.022;0.002;0.008;0.008;0.004;0.002;0.08;0.046;0.686;0.016;0.014;33.5;32;33;33;2;4.5;3;1;6;25.8;146;8;20.4;384000;-0.3;"N1";0.686;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";0.062;0.046;0.234;0.18;0.016;0.006;0.01;0.346;0.224;0.08;0.006;0.026;0.036;0.022;0.018;0.044;0.044;0.644;0.03;0.066;26.3;27;26.2;23.2;1.5;4.5;7;1;6;26;47.2;8;21.8;384000;-0.9;"N2";0.644;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";0.182;0.058;0.1;0.114;0.022;0.002;0.004;0.156;0.084;0.036;0.002;0.01;0.04;0.004;0.006;0.056;0.04;0.526;0.016;0.008;59.4;57;58.5;54.8;3.5;4.2;3;0;1;27.6;39.2;10;22.6;384000;3;"N3";0.526;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";0.07;0.068;0.146;0.072;0.014;0.01;0.012;0.244;0.16;0.084;0.016;0.032;0.04;0.002;0.006;0.044;0.032;0.52;0.068;0.072;41.6;41;42;39.8;3.1;4;3;1;2;17.9;47.9;8;14.8;384000;-0.8;"N4";0.52;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";0.024;0.29;0.476;0.054;0.012;0.004;0.074;0.096;0.098;0.034;0.012;0.026;0.176;0.042;0.008;0.05;0.034;0.5;0.13;0.034;13.4;12;12;12;0;5;13;1;6;19.8;30.2;8;14.8;384000;-0.5;"N5";0.5;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";0.088;0.016;0.174;0.134;0.02;0;0.004;0.092;0.038;0.016;0;0.01;0.02;0;0.002;0.05;0.04;0.496;0.018;0.004;48;41;48;22.9;2.7;3.4;1;3;4;89;135.3;42;87.7;384000;-0.3;"N6";0.496;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";0.082;0.018;0.044;0.172;0.016;0;0.002;0.236;0.082;0.024;0;0;0.012;0;0;0.038;0.012;0.248;0.01;0.004;65.2;60;65.2;65.2;4.6;4.7;1;0;0;67.8;67.8;31;56.5;384000;-1;"N7";0.248;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232850_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232855_029.wav";0.07;0.062;0.096;0.072;0.012;0.01;0.01;0.354;0.096;0.058;0.006;0.002;0.018;0.006;0.006;0.034;0.02;0.604;0.034;0.016;24.1;26;23.2;19.5;0.4;1.5;2;0;2;38.9;42.9;7;22.4;384000;-0.8;"N1";0.604;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232855_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232855_029.wav";0.006;0.2;0.176;0.026;0.016;0.008;0.03;0.024;0.066;0.02;0.004;0.006;0.058;0.01;0.004;0.014;0.024;0.388;0.076;0.006;9.7;10;9.8;5.2;0;1.8;1;4;6;16.4;18.8;6;10.6;384000;-1.6;"N2";0.388;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232855_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232855_029.wav";0.038;0.076;0.092;0.028;0.012;0;0.002;0.186;0.11;0.07;0.008;0.01;0.026;0.006;0.016;0.03;0.032;0.21;0.042;0.006;33;33;33;33;0.4;0.5;1;1;1;13.7;13.7;4;8.7;384000;-1.3;"N3";0.21;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232855_029.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";0.102;0.096;0.174;0.054;0.03;0.008;0.014;0.32;0.176;0.116;0.014;0.032;0.038;0.006;0.012;0.046;0.04;0.846;0.046;0.062;23.2;24;23.2;21.8;0.2;4.8;11;2;2;37.5;76.2;15;33.6;384000;-0.1;"N1";0.846;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";0.144;0.062;0.116;0.092;0.018;0.012;0.022;0.226;0.124;0.052;0.014;0.024;0.038;0.008;0.008;0.056;0.042;0.658;0.038;0.038;33;31;33;32.2;0;5;7;2;2;28.6;62.2;14;27.3;384000;-0.6;"N2";0.658;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";0.062;0.082;0.3;0.33;0.016;0.002;0.022;0.212;0.094;0.068;0.012;0.03;0.06;0.006;0.004;0.056;0.052;0.658;0.036;0.056;42.9;42;42.8;36.4;0.2;4.9;4;2;2;43.2;112;22;40.8;384000;0.6;"N3";0.658;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";0.026;0.226;0.336;0.048;0.012;0.008;0.056;0.058;0.076;0.044;0.022;0.024;0.136;0.03;0.004;0.034;0.026;0.574;0.104;0.036;8.2;11;11.2;10.5;0;3.4;9;1;2;16.9;22.3;6;9.7;384000;-0.8;"N4";0.574;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";0.024;0.054;0.12;0.098;0.044;0;0.022;0.122;0.056;0.086;0.002;0.012;0.05;0.014;0;0.03;0.014;0.546;0.068;0.008;14;13;14.2;15.8;0.7;5;2;0;1;23.8;27.2;10;22.2;384000;0;"N5";0.546;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";0.06;0.022;0.084;0.086;0.014;0;0.004;0.214;0.076;0.05;0.006;0.01;0.02;0.002;0.004;0.028;0.042;0.428;0.02;0.012;55.5;54;54.8;55.9;3.5;4.5;1;1;1;22;23.5;10;15.4;384000;0.6;"N6";0.428;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232901_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743.wav";0.104;0.086;0.266;0.134;0.016;0.006;0.012;0.214;0.112;0.046;0.026;0.028;0.08;0.02;0.008;0.084;0.046;0.708;0.066;0.046;37.5;37;37.5;33;0;4.9;8;1;6;44.2;85.7;21;39.4;384000;-0.5;"N1";0.708;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743.wav";0.08;0.058;0.126;0.062;0.018;0.006;0.004;0.392;0.284;0.038;0.01;0.018;0.014;0.006;0.006;0.06;0.032;0.632;0.036;0.152;25.2;27;25.5;25.5;0;4.8;5;2;9;33.5;90.7;14;25.8;384000;0;"N2";0.632;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743.wav";0.032;0.014;0.066;0.082;0.008;0.002;0.004;0.28;0.034;0.016;0;0.006;0.006;0.002;0;0.054;0.022;0.628;0.004;0.006;45;37;45;22.5;0;2.6;2;4;4;99;111.3;47;95.9;384000;0.2;"N3";0.628;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743.wav";0.038;0.246;0.25;0.116;0.02;0.004;0.042;0.404;0.084;0.08;0.018;0.03;0.11;0.012;0.006;0.066;0.048;0.534;0.134;0.048;15.7;16;16.5;14.2;0.6;4.6;6;1;5;16.2;54.9;7;11.5;384000;0.6;"N4";0.534;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743.wav";0.026;0.018;0.098;0.032;0.002;0.004;0.01;0.08;0.044;0.04;0.002;0.016;0.026;0.004;0.002;0.034;0.028;0.504;0.024;0.006;30.8;31;30.8;32.2;1.8;1.9;1;1;1;20.2;20.2;9;19.6;384000;0;"N5";0.504;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232906_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";0.104;0.074;0.196;0.09;0.052;0.012;0.012;0.248;0.322;0.076;0.042;0.062;0.028;0.008;0.014;0.064;0.03;0.778;0.044;0.158;24.8;24;24.8;23.2;0;4.9;13;2;4;32.8;51.7;12;29.6;384000;0.1;"N1";0.778;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";0.114;0.036;0.184;0.352;0.022;0.006;0.012;0.504;0.102;0.078;0.018;0.038;0.016;0.004;0.004;0.032;0.056;0.716;0.048;0.048;41.6;40;42;37.5;0.8;4.8;11;1;5;52.2;194.8;24;46.6;384000;0.2;"N2";0.716;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";0.026;0.062;0.174;0.042;0.016;0.002;0.054;0.11;0.084;0.094;0.006;0.012;0.026;0.006;0.004;0.042;0.018;0.618;0.048;0.022;14;17;16.1;16.1;2;3.3;3;2;3;16.8;21.4;5;10.5;384000;-0.8;"N3";0.618;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";0.122;0.014;0.034;0.056;0.004;0;0;0.062;0.03;0.02;0;0.004;0.006;0.002;0;0.024;0.012;0.602;0.008;0;67.5;66;67.5;65.2;2.5;2.6;1;0;0;50;50;23;31.6;384000;-0.3;"N4";0.602;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";0.032;0.034;0.112;0.05;0.006;0.006;0.008;0.104;0.062;0.03;0.012;0.024;0.014;0.002;0.006;0.034;0.034;0.594;0.042;0.028;19.5;20;19.5;10.1;2.2;3.2;2;1;2;23.9;25.8;10;20.8;384000;-1.7;"N5";0.594;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";0.11;0.074;0.182;0.156;0.022;0.006;0.02;0.214;0.108;0.058;0.012;0.026;0.024;0.008;0.004;0.054;0.052;0.588;0.056;0.042;30.7;31;32.2;32.2;0.2;5;6;1;6;37.1;127.8;14;32.9;384000;-0.1;"N6";0.588;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232911_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";0.004;0.212;0.084;0.018;0.018;0.004;0.002;0.046;0.194;0.042;0.046;0.04;0.024;0.004;0.002;0;0.008;0.044;0.164;0.044;23.2;24;23.2;26.2;2.3;2.4;1;21;21;13.7;13.7;4;9.2;384000;-2.9;"N6";0.212;"bird";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";0.086;0.062;0.33;0.046;0.03;0.024;0.014;0.216;0.19;0.032;0.014;0.014;0.024;0.016;0.012;0.018;0.032;0.612;0.054;0.058;17.1;17;17.2;15;1.2;1.9;2;2;19;15.6;25;6;9.6;384000;-0.6;"N1";0.612;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";0.116;0.014;0.036;0.038;0.006;0;0;0.072;0.04;0.014;0;0;0.014;0.002;0;0.046;0.034;0.546;0.02;0.002;54.7;55;54.8;54;0.1;0.2;1;1;1;93.7;93.7;44;93.5;384000;-1;"N2";0.546;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";0.128;0.146;0.258;0.216;0.022;0.016;0.006;0.314;0.128;0.042;0.022;0.02;0.03;0.004;0.016;0.072;0.062;0.496;0.058;0.032;24.5;27;24.8;13.5;0;2.4;4;3;18;27.8;125;11;22.8;384000;-0.1;"N3";0.496;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";0.142;0.06;0.164;0.094;0.018;0.014;0.012;0.414;0.24;0.116;0.014;0.016;0.02;0.008;0.01;0.072;0.078;0.492;0.044;0.03;35.6;34;35.2;35.2;0;1;4;1;2;20.5;69.8;10;18.3;384000;-0.3;"N4";0.492;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";0.018;0.204;0.256;0.036;0.008;0.004;0.022;0.13;0.086;0.036;0.026;0.02;0.04;0.006;0.002;0.02;0.016;0.358;0.122;0.048;12;12;12;12;0.7;1.5;3;0;1;18;21.9;5;11.4;384000;-1.3;"N5";0.358;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232916_743.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232921_332.wav";0.02;0.328;0.346;0.142;0.002;0.006;0.052;0.04;0.082;0.01;0.004;0.018;0.132;0.04;0.012;0.032;0.034;0.2;0.132;0.038;8.3;9;8.2;8.2;1.8;4.4;7;1;3;17;29.4;7;6.5;384000;-0.5;"N8";0.346;"bush-cricket";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232921_332.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232921_332.wav";0.052;0.126;0.324;0.08;0.042;0.014;0.008;0.358;0.776;0.088;0.06;0.104;0.018;0.006;0.006;0.02;0.028;0.436;0.104;0.274;24.7;25;24;24.8;0.1;5;13;13;48;38.4;64.9;10;27.4;384000;-0.8;"N3";0.776;"FMd-QCF";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232921_332.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232921_332.wav";0.092;0.046;0.196;0.072;0.014;0.008;0.008;0.39;0.116;0.066;0.022;0.048;0.022;0.004;0.004;0.042;0.036;0.804;0.048;0.062;47.1;45;47.2;15.8;0.6;4.7;9;1;4;50.6;167.1;23;48.3;384000;1;"N1";0.804;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232921_332.wav";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232921_332.wav";0.108;0.046;0.126;0.188;0.02;0.008;0.014;0.286;0.082;0.046;0.01;0.022;0.022;0.006;0.002;0.044;0.034;0.798;0.014;0.042;41.6;40;41.2;41.2;0;5;10;2;4;31.9;95.4;15;29.1;384000;0.4;"N2";0.798;"noise";26;"Car340881-2020-Pass1-Z2-X-9388-0_20200610_232921_332.wav";"";""
